,Unnamed: 0,CVE_DOC,CVE_CLPV,STATUS,CVE_VEND,FECHAELAB,FECHA_DOC,FECHA_ENT,FECHA_VEN,FECHA_CANCELA,CAN_TOT,DES_TOT,DES_FIN
5920,5920,F35336,4946,E,2.0,31:36.2,17/06/2021,17/06/2021 00:00,17/06/2021,,441.0,0.0,0.0
5921,5921,F35337,5926,E,2.0,00:07.3,17/06/2021,17/06/2021 00:00,17/06/2021,,315.687,0.0,0.0
5922,5922,F35338,2775,E,2.0,58:20.6,17/06/2021,17/06/2021 00:00,17/06/2021,,824.0,0.0,0.0
5923,5923,F35339,466,E,1.0,14:02.9,17/06/2021,21/06/2021 00:00,16/08/2021,,1825.0,0.0,0.0
5924,5924,F35340,1453,E,1.0,32:26.7,17/06/2021,15/06/2021 00:00,17/07/2021,,6200.0,0.0,0.0
5925,5925,F35341,3937,E,1.0,45:46.2,17/06/2021,25/06/2021 00:00,17/06/2021,,62601.16,0.0,0.0
5926,5926,F35342,8275,E,2.0,44:14.4,17/06/2021,17/06/2021 00:00,17/06/2021,,108.0,0.0,0.0
5927,5927,F35343,8377,E,2.0,14:46.8,17/06/2021,17/06/2021 00:00,17/06/2021,,2277.0,0.0,0.0
5928,5928,F35344,2261,E,2.0,47:14.6,17/06/2021,17/06/2021 00:00,02/07/2021,,374.74,0.0,0.0
5929,5929,F35345,2900,E,2.0,10:17.9,17/06/2021,18/06/2021 00:00,17/06/2021,,7843.5,0.0,0.0
5930,5930,F35346,6194,E,2.0,24:05.8,17/06/2021,17/06/2021 00:00,17/06/2021,,1282.3275,0.0,0.0
5931,5931,F35347,4539,E,2.0,31:07.0,17/06/2021,15/06/2021 00:00,17/06/2021,,4225.0,0.0,0.0
5932,5932,F35348,4784,E,2.0,42:55.2,18/06/2021,18/06/2021 00:00,18/06/2021,,763.6364,0.0,0.0
5933,5933,F35349,1539,E,3.0,56:48.2,18/06/2021,18/06/2021 00:00,18/07/2021,,3900.0,0.0,0.0
5934,5934,F35350,8378,E,2.0,04:44.4,18/06/2021,18/06/2021 00:00,18/06/2021,,1293.6065,0.0,0.0
5935,5935,F35351,6892,E,2.0,27:19.9,18/06/2021,18/06/2021 00:00,18/06/2021,,735.0,0.0,0.0
5936,5936,F35352,4527,E,2.0,33:31.5,18/06/2021,04/06/2021 00:00,18/06/2021,,1692.4,0.0,0.0
5937,5937,F35353,4527,E,2.0,35:13.9,18/06/2021,18/06/2021 00:00,18/06/2021,,5337.9396,0.0,0.0
5938,5938,F35354,209,E,2.0,14:23.8,18/06/2021,18/06/2021 00:00,18/06/2021,,267.2727,0.0,0.0
5939,5939,F35355,2385,E,1.0,19:13.8,18/06/2021,11/06/2021 00:00,18/07/2021,,2651.25,0.0,0.0
5940,5940,F35356,8354,E,2.0,17:31.2,18/06/2021,18/06/2021 00:00,18/06/2021,,954.35,0.0,0.0
5941,5941,F35357,209,E,2.0,39:36.5,18/06/2021,18/06/2021 00:00,18/06/2021,,1552.18,0.0,0.0
5942,5942,F35358,8371,E,3.0,15:32.0,21/06/2021,14/06/2021 00:00,21/06/2021,,654.55,0.0,0.0
5943,5943,F35359,417,E,2.0,18:45.9,21/06/2021,17/06/2021 00:00,06/07/2021,,2490.0,0.0,0.0
5944,5944,F35360,3016,E,2.0,21:49.5,21/06/2021,21/06/2021 00:00,21/06/2021,,427.4985,0.0,0.0
5945,5945,F35361,1266,E,2.0,27:43.1,21/06/2021,23/06/2021 00:00,05/08/2021,,9064.0,0.0,0.0
5946,5946,F35362,6282,E,2.0,25:03.1,21/06/2021,21/06/2021 00:00,21/06/2021,,232.5274,0.0,0.0
5947,5947,F35363,2853,E,2.0,46:34.9,21/06/2021,21/06/2021 00:00,21/06/2021,,694.575,0.0,0.0
5948,5948,F35364,5926,E,2.0,08:40.3,21/06/2021,21/06/2021 00:00,21/06/2021,,782.33,0.0,0.0
5949,5949,F35365,2809,E,2.0,18:18.8,21/06/2021,21/06/2021 00:00,21/06/2021,,1703.7504,0.0,0.0
5950,5950,F35366,1965,E,2.0,26:24.1,21/06/2021,21/06/2021 00:00,21/07/2021,,736.0,110.4,0.0
5951,5951,F35367,87,E,2.0,55:45.8,21/06/2021,21/06/2021 00:00,06/07/2021,,3150.0,0.0,0.0
5952,5952,F35368,5106,E,2.0,52:31.9,21/06/2021,21/06/2021 00:00,21/06/2021,,4411.0,0.0,0.0
5953,5953,F35369,5106,C,2.0,54:13.5,21/06/2021,21/06/2021 00:00,21/06/2021,22/06/2021,504.0,0.0,0.0
5954,5954,F35370,5106,E,2.0,57:39.8,21/06/2021,21/06/2021 00:00,21/06/2021,,504.0,0.0,0.0
5955,5955,F35371,4489,E,2.0,12:35.0,22/06/2021,15/06/2021 00:00,22/06/2021,,5000.0,0.0,0.0
5956,5956,F35372,9,C,2.0,22:29.1,22/06/2021,15/06/2021 00:00,22/07/2021,24/06/2021,1900.0,0.0,0.0
5957,5957,F35373,3521,E,2.0,05:47.3,22/06/2021,22/06/2021 00:00,22/06/2021,,2100.0,0.0,0.0
5958,5958,F35374,8380,E,2.0,16:18.1,22/06/2021,22/06/2021 00:00,22/06/2021,,2325.392,0.0,0.0
5959,5959,F35375,5633,E,2.0,31:02.0,22/06/2021,22/06/2021 00:00,22/06/2021,,738.0,0.0,0.0
5960,5960,F35376,4528,E,2.0,29:12.2,22/06/2021,22/06/2021 00:00,22/06/2021,,309.42,0.0,0.0
5961,5961,F35377,3182,E,2.0,55:39.3,22/06/2021,22/06/2021 00:00,22/06/2021,,1489.3,0.0,0.0
5962,5962,F35378,8381,E,2.0,03:08.4,22/06/2021,22/06/2021 00:00,22/06/2021,,3176.8868,0.0,0.0
5963,5963,F35379,5728,E,1.0,41:41.9,22/06/2021,10/06/2021 00:00,30/06/2021,,624.25,0.0,0.0
5964,5964,F35380,5728,E,1.0,49:27.8,22/06/2021,09/06/2021 00:00,30/06/2021,,6800.0,0.0,0.0
5965,5965,F35381,9,E,3.0,51:18.6,23/06/2021,16/06/2021 00:00,23/07/2021,,10481.25,0.0,0.0
5966,5966,F35382,3930,E,1.0,12:57.0,23/06/2021,25/06/2021 00:00,23/07/2021,,28305.0,0.0,0.0
5967,5967,F35383,3916,E,6.0,31:27.3,23/06/2021,12/05/2021 00:00,08/07/2021,,3550.0,0.0,0.0
5968,5968,F35384,3916,E,6.0,35:46.5,23/06/2021,12/05/2021 00:00,08/07/2021,,3600.0,0.0,0.0
5969,5969,F35385,466,E,1.0,04:39.3,23/06/2021,18/06/2021 00:00,22/08/2021,,2068.5,0.0,0.0
5970,5970,F35386,8379,C,2.0,45:50.3,23/06/2021,23/06/2021 00:00,23/06/2021,24/06/2021,500.0,0.0,0.0
5971,5971,F35387,466,E,1.0,22:48.5,23/06/2021,18/06/2021 00:00,22/08/2021,,4928.4,0.0,0.0
5972,5972,F35388,466,E,1.0,24:51.5,23/06/2021,18/06/2021 00:00,22/08/2021,,2068.5,0.0,0.0
5973,5973,F35389,466,E,1.0,43:02.7,23/06/2021,21/06/2021 00:00,22/08/2021,,6860.0,0.0,0.0
5974,5974,F35390,466,E,1.0,45:17.6,23/06/2021,21/06/2021 00:00,22/08/2021,,980.0,0.0,0.0
5975,5975,F35391,8293,E,2.0,17:46.0,23/06/2021,10/06/2021 00:00,23/06/2021,,985.78,0.0,0.0
5976,5976,F35392,8379,E,2.0,32:46.3,24/06/2021,23/06/2021 00:00,24/06/2021,,500.0,0.0,0.0
5977,5977,F35393,8067,E,2.0,34:39.7,24/06/2021,24/06/2021 00:00,24/06/2021,,7033.86,0.0,0.0
5978,5978,F35394,6314,E,3.0,40:58.1,24/06/2021,16/06/2021 00:00,24/06/2021,,1836.21,0.0,0.0
5979,5979,F35395,8047,E,2.0,27:22.7,24/06/2021,24/06/2021 00:00,24/07/2021,,1900.0,0.0,0.0
5980,5980,F35396,4480,E,2.0,18:32.0,24/06/2021,24/06/2021 00:00,09/07/2021,,2274.0,0.0,0.0
5981,5981,F35397,2900,E,2.0,11:46.5,24/06/2021,23/06/2021 00:00,24/06/2021,,7350.0,0.0,0.0
5982,5982,F35398,5774,E,2.0,51:01.0,24/06/2021,07/06/2021 00:00,09/07/2021,,766.59,0.0,0.0
5983,5983,F35399,6211,E,6.0,44:21.6,24/06/2021,24/06/2021 00:00,24/06/2021,,381.82,0.0,0.0
5984,5984,F35400,8382,E,2.0,53:30.9,24/06/2021,24/06/2021 00:00,24/06/2021,,340.0,0.0,0.0
5985,5985,F35401,5285,E,2.0,01:48.9,24/06/2021,24/06/2021 00:00,24/06/2021,,372.0,0.0,0.0
5986,5986,F35402,6211,E,2.0,34:05.1,25/06/2021,25/06/2021 00:00,25/06/2021,,381.8182,0.0,0.0
5987,5987,F35403,5982,E,2.0,25:56.0,25/06/2021,29/06/2021 00:00,25/06/2021,,2583.5,0.0,0.0
5988,5988,F35404,6892,E,2.0,39:46.5,25/06/2021,25/06/2021 00:00,25/06/2021,,570.255,0.0,0.0
5989,5989,F35405,6053,E,2.0,00:03.3,25/06/2021,16/06/2021 00:00,25/06/2021,,609.48,0.0,0.0
5990,5990,F35406,2483,E,2.0,10:15.0,25/06/2021,25/06/2021 00:00,25/06/2021,,710.0,0.0,0.0
5991,5991,F35407,1240,E,2.0,26:11.0,25/06/2021,25/06/2021 00:00,25/06/2021,,250.0,0.0,0.0
5992,5992,F35408,1240,E,2.0,28:09.7,25/06/2021,25/06/2021 00:00,25/06/2021,,250.0,0.0,0.0
5993,5993,F35409,1240,E,2.0,31:57.7,25/06/2021,25/06/2021 00:00,25/06/2021,,725.0,0.0,0.0
5994,5994,F35410,6123,E,2.0,59:00.8,25/06/2021,26/06/2021 00:00,25/06/2021,,4615.0,0.0,0.0
5995,5995,F35411,8235,E,5.0,50:44.7,25/06/2021,18/06/2021 00:00,25/06/2021,,2419.2,0.0,0.0
5996,5996,F35412,0,E,2.0,28:40.5,25/06/2021,25/06/2021 00:00,25/06/2021,,1272.0,0.0,0.0
5997,5997,F35413,2995,E,5.0,31:18.2,25/06/2021,24/06/2021 00:00,03/07/2021,,1155.0,0.0,0.0
5998,5998,F35414,2385,E,1.0,47:23.4,25/06/2021,30/06/2021 00:00,25/07/2021,,93360.0,0.0,0.0
5999,5999,F35415,161,E,6.0,54:29.5,25/06/2021,15/06/2021 00:00,25/07/2021,,3700.0,0.0,0.0
6000,6000,F35416,3169,E,2.0,16:06.6,25/06/2021,15/06/2021 00:00,25/06/2021,,2502.5,0.0,0.0
6001,6001,F35417,8384,E,3.0,54:35.4,25/06/2021,25/06/2021 00:00,25/06/2021,,130.0,0.0,0.0
6002,6002,F35418,5926,E,2.0,06:06.8,28/06/2021,10/06/2021 00:00,28/06/2021,,1033.85,0.0,0.0
6003,6003,F35419,2279,E,2.0,18:29.8,28/06/2021,28/06/2021 00:00,28/06/2021,,530.0,0.0,0.0
6004,6004,F35420,3388,E,2.0,34:11.2,28/06/2021,28/06/2021 00:00,28/06/2021,,5463.0,0.0,0.0
6005,6005,F35421,42,E,2.0,59:02.9,28/06/2021,28/06/2021 00:00,28/07/2021,,3150.0,0.0,0.0
6006,6006,F35422,4503,E,2.0,37:16.0,28/06/2021,28/06/2021 00:00,28/06/2021,,922.5,0.0,0.0
6007,6007,F35423,3032,E,2.0,42:20.2,28/06/2021,28/06/2021 00:00,28/06/2021,,1022.6786,0.0,0.0
6008,6008,F35424,6033,E,2.0,10:02.2,28/06/2021,28/06/2021 00:00,28/06/2021,,347.2875,0.0,0.0
6009,6009,F35425,5633,E,2.0,50:51.1,28/06/2021,28/06/2021 00:00,28/06/2021,,738.0,0.0,0.0
6010,6010,F35426,8232,E,6.0,31:06.6,29/06/2021,15/06/2021 00:00,29/07/2021,,5600.0,0.0,0.0
6011,6011,F35427,8215,E,6.0,49:37.5,29/06/2021,29/06/2021 00:00,29/06/2021,,1250.0,0.0,0.0
6012,6012,F35428,8383,E,3.0,04:19.1,29/06/2021,25/06/2021 00:00,29/06/2021,,5429.96,0.0,0.0
6013,6013,F35429,8019,E,3.0,09:18.2,29/06/2021,28/06/2021 00:00,29/06/2021,,11920.0,0.0,0.0
6014,6014,F35430,1083,E,5.0,19:12.7,29/06/2021,22/06/2021 00:00,29/06/2021,,8327.41,0.0,0.0
6015,6015,F35431,8342,E,2.0,51:23.9,29/06/2021,29/06/2021 00:00,29/06/2021,,801.8181,0.0,0.0
6016,6016,F35432,8386,E,2.0,17:07.0,29/06/2021,29/06/2021 00:00,29/06/2021,,84.34,0.0,0.0
6017,6017,F35433,2390,E,2.0,24:08.6,29/06/2021,29/06/2021 00:00,13/08/2021,,2705.0,0.0,0.0
6018,6018,F35434,4685,E,4.0,47:20.3,29/06/2021,29/06/2021 00:00,29/07/2021,,712.2438,0.0,0.0
6019,6019,F35435,4488,E,1.0,39:09.7,29/06/2021,17/06/2021 00:00,29/06/2021,,595.0,0.0,0.0
6020,6020,F35436,5669,E,2.0,56:34.4,29/06/2021,29/06/2021 00:00,29/06/2021,,1594.0,0.0,0.0
6022,6022,F35438,8388,E,2.0,23:16.1,29/06/2021,29/06/2021 00:00,29/06/2021,,7862.5,0.0,0.0
6023,6023,F35439,3624,E,2.0,48:50.1,29/06/2021,29/06/2021 00:00,29/06/2021,,5020.8016,0.0,0.0
6024,6024,F35440,8385,E,6.0,57:36.5,29/06/2021,29/06/2021 00:00,29/06/2021,,29693.88,0.0,0.0
6025,6025,F35441,5569,E,2.0,58:49.9,29/06/2021,16/06/2021 00:00,29/06/2021,,4175.2,0.0,0.0
6026,6026,F35442,6016,E,2.0,59:14.2,29/06/2021,29/06/2021 00:00,29/06/2021,,133.6364,0.0,0.0
6027,6027,F35443,2357,E,2.0,00:23.5,29/06/2021,30/06/2021 00:00,29/06/2021,,20221.5,0.0,0.0
6028,6028,F35444,5482,E,2.0,09:08.8,29/06/2021,21/06/2021 00:00,29/06/2021,,14610.0,0.0,0.0
6029,6029,F35445,8206,E,2.0,31:00.6,29/06/2021,05/07/2021 00:00,29/06/2021,,3390.0,0.0,0.0
6030,6030,F35446,6354,E,2.0,33:59.0,29/06/2021,30/06/2021 00:00,29/06/2021,,3500.0,0.0,0.0
6031,6031,F35447,8126,E,2.0,46:25.4,29/06/2021,07/07/2021 00:00,29/06/2021,,2850.0,0.0,0.0
6032,6032,F35448,6295,E,2.0,30:13.3,30/06/2021,30/06/2021 00:00,30/06/2021,,1570.8,0.0,0.0
6033,6033,F35449,5691,E,2.0,35:02.4,30/06/2021,30/06/2021 00:00,30/06/2021,,2070.205,0.0,0.0
6034,6034,F35450,6608,E,2.0,48:32.0,30/06/2021,30/06/2021 00:00,30/06/2021,,137.94,0.0,0.0
6035,6035,F35451,5926,E,2.0,20:53.5,30/06/2021,02/06/2021 00:00,30/06/2021,,636.2584,0.0,0.0
6036,6036,F35452,5926,E,2.0,28:20.4,30/06/2021,10/06/2021 00:00,30/06/2021,,1368.6268,0.0,0.0
6037,6037,F35453,5926,E,2.0,38:00.2,30/06/2021,10/06/2021 00:00,30/06/2021,,2264.7875,0.0,0.0
6038,6038,F35454,6255,E,2.0,47:48.3,30/06/2021,30/06/2021 00:00,30/06/2021,,124.14,0.0,0.0
6039,6039,F35455,4605,E,2.0,57:00.0,30/06/2021,30/06/2021 00:00,30/06/2021,,574.4,0.0,0.0
6040,6040,F35456,1429,E,1.0,32:16.6,30/06/2021,30/06/2021 00:00,29/08/2021,,23625.0,0.0,0.0
6041,6041,F35457,5790,E,2.0,52:06.5,30/06/2021,30/06/2021 00:00,30/06/2021,,250.0,0.0,0.0
6042,6042,F35458,6016,E,2.0,30:51.6,30/06/2021,30/06/2021 00:00,30/06/2021,,534.5456,0.0,0.0
6043,6043,F35459,3686,E,2.0,34:06.0,30/06/2021,23/04/2021 00:00,15/07/2021,,15071.8,320.96,0.0
6044,6044,F35460,4430,E,2.0,51:43.4,30/06/2021,28/06/2021 00:00,30/06/2021,,29257.0,0.0,0.0
6045,6045,F35461,4612,E,2.0,57:01.4,30/06/2021,15/06/2021 00:00,30/06/2021,,1517.63,0.0,0.0
6046,6046,F35462,4858,E,2.0,12:32.4,30/06/2021,30/06/2021 00:00,30/06/2021,,15926.4,0.0,0.0
6047,6047,F35463,4858,E,2.0,13:55.8,30/06/2021,30/06/2021 00:00,30/06/2021,,2187.63,0.0,0.0
6048,6048,F35464,5926,E,2.0,26:43.6,30/06/2021,30/06/2021 00:00,30/06/2021,,258.6206,0.0,0.0
6049,6049,F35465,5926,E,2.0,36:29.0,30/06/2021,25/06/2021 00:00,30/06/2021,,513.1,0.0,0.0
6050,6050,F35466,473,E,2.0,36:56.5,30/06/2021,30/06/2021 00:00,30/06/2021,,1184.0,0.0,0.0
6051,6051,F35467,8387,E,2.0,59:40.7,30/06/2021,30/06/2021 00:00,30/06/2021,,3424.1379,0.0,0.0
6052,6052,F35468,5926,E,2.0,10:31.9,30/06/2021,30/06/2021 00:00,30/06/2021,,1314.0,0.0,0.0
6053,6053,F35469,5926,E,2.0,16:25.0,30/06/2021,30/06/2021 00:00,30/06/2021,,225.4224,0.0,0.0
6054,6054,F35470,5926,E,2.0,18:21.9,30/06/2021,30/06/2021 00:00,30/06/2021,,674.1465,0.0,0.0
6055,6055,F35471,5926,E,2.0,20:34.2,30/06/2021,30/06/2021 00:00,30/06/2021,,745.2931,0.0,0.0
6056,6056,F35472,644,E,1.0,48:39.2,01/07/2021,30/06/2021 00:00,30/08/2021,,82694.4,0.0,0.0
6057,6057,F35473,2385,E,1.0,58:25.7,01/07/2021,25/06/2021 00:00,31/07/2021,,54955.25,0.0,0.0
6058,6058,F35474,4889,E,2.0,04:46.9,01/07/2021,01/07/2021 00:00,01/07/2021,,385.0,0.0,0.0
6059,6059,F35475,5930,E,1.0,10:02.3,01/07/2021,02/06/2021 00:00,04/09/2021,,4786.09,0.0,0.0
6060,6060,F35476,8257,E,6.0,18:50.8,01/07/2021,20/05/2021 00:00,01/07/2021,,10596.0,0.0,0.0
6061,6061,F35477,3521,E,2.0,26:20.0,01/07/2021,01/07/2021 00:00,01/07/2021,,294.0,0.0,0.0
6062,6062,F35478,8390,E,2.0,30:09.6,01/07/2021,01/07/2021 00:00,01/07/2021,,122.865,0.0,0.0
6063,6063,F35479,5986,E,2.0,32:26.6,01/07/2021,01/07/2021 00:00,01/07/2021,,750.0,0.0,0.0
6064,6064,F35480,8389,E,,34:12.1,01/07/2021,01/07/2021 00:00,01/07/2021,,283.8785,0.0,0.0
6065,6065,F35481,8391,E,2.0,42:37.6,01/07/2021,01/07/2021 00:00,01/07/2021,,792.24,0.0,0.0
6066,6066,F35482,5935,E,2.0,51:12.0,02/07/2021,02/07/2021 00:00,17/07/2021,,1890.0,0.0,0.0
6067,6067,F35483,632,E,2.0,46:53.7,02/07/2021,29/06/2021 00:00,02/07/2021,,2183.55,0.0,0.0
6068,6068,F35484,1852,E,2.0,09:28.3,02/07/2021,02/07/2021 00:00,01/08/2021,,2271.72,0.0,0.0
6069,6069,F35485,8392,E,2.0,12:11.0,02/07/2021,02/07/2021 00:00,02/07/2021,,513.62,0.0,0.0
6070,6070,F35486,5573,E,6.0,25:35.7,02/07/2021,09/06/2021 00:00,01/08/2021,,8200.0,0.0,0.0
6071,6071,F35487,7083,E,2.0,22:11.7,02/07/2021,02/07/2021 00:00,02/07/2021,,1370.0,0.0,0.0
6072,6072,F35488,6572,C,6.0,29:30.7,02/07/2021,02/07/2021 00:00,05/07/2021,02/07/2021,1428.0,0.0,0.0
6073,6073,F35489,6572,E,3.0,38:32.2,02/07/2021,02/07/2021 00:00,05/07/2021,,1428.0,0.0,0.0
6074,6074,F35490,2390,E,2.0,11:24.7,02/07/2021,30/06/2021 00:00,16/08/2021,,17490.0,0.0,0.0
6075,6075,F35491,607,E,2.0,35:03.5,05/07/2021,22/06/2021 00:00,05/07/2021,,1205.93,0.0,0.0
6076,6076,F35492,6301,E,2.0,10:54.0,05/07/2021,05/07/2021 00:00,05/07/2021,,139.779,0.0,0.0
6077,6077,F35493,5173,E,2.0,14:31.3,05/07/2021,05/07/2021 00:00,05/07/2021,,196.0,0.0,0.0
6078,6078,F35494,4858,E,4.0,32:25.4,05/07/2021,05/07/2021 00:00,05/07/2021,,356.265,0.0,0.0
6079,6079,F35495,8394,E,3.0,51:08.8,05/07/2021,05/07/2021 00:00,05/07/2021,,671.0,0.0,0.0
6080,6080,F35496,5926,E,1.0,10:38.6,05/07/2021,05/07/2021 00:00,05/07/2021,,525.9802,0.0,0.0
6081,6081,F35497,6401,E,1.0,50:14.0,05/07/2021,06/07/2021 00:00,04/08/2021,,2600.0,0.0,0.0
6082,6082,F35498,6834,E,2.0,59:09.8,06/07/2021,06/07/2021 00:00,06/07/2021,,1030.636,0.0,0.0
6083,6083,F35499,6834,E,2.0,00:41.9,06/07/2021,06/07/2021 00:00,06/07/2021,,753.0,0.0,0.0
6084,6084,F35500,5926,C,2.0,04:22.5,06/07/2021,14/06/2021 00:00,06/07/2021,06/07/2021,3782.39722,0.0,0.0
6085,6085,F35501,5926,C,2.0,13:12.4,06/07/2021,14/06/2021 00:00,06/07/2021,06/07/2021,3114.2054,0.0,0.0
6086,6086,F35502,4631,E,2.0,23:15.2,06/07/2021,06/07/2021 00:00,05/08/2021,,290.0,43.5,0.0
6087,6087,F35503,6779,E,2.0,32:57.8,06/07/2021,06/07/2021 00:00,06/07/2021,,2495.1,0.0,0.0
6088,6088,F35504,4598,E,1.0,34:57.7,06/07/2021,06/07/2021 00:00,05/08/2021,,19178.9,0.0,0.0
6089,6089,F35505,417,E,2.0,56:57.5,06/07/2021,06/07/2021 00:00,21/07/2021,,6943.95,0.0,0.0
6090,6090,F35506,8395,E,2.0,11:22.6,06/07/2021,06/07/2021 00:00,06/07/2021,,1282.3275,0.0,0.0
6092,6092,F35508,1757,E,2.0,24:14.3,06/07/2021,07/05/2021 00:00,06/07/2021,,1170.6,0.0,0.0
6093,6093,F35509,2044,E,2.0,51:00.0,06/07/2021,06/07/2021 00:00,06/07/2021,,1703.7504,0.0,0.0
6094,6094,F35510,5575,E,2.0,59:35.8,06/07/2021,06/07/2021 00:00,06/07/2021,,1631.746,0.0,0.0
6095,6095,F35511,8257,E,6.0,24:28.0,06/07/2021,23/03/2021 00:00,05/08/2021,,8796.0,0.0,0.0
6096,6096,F35512,5664,E,6.0,33:27.8,07/07/2021,07/07/2021 00:00,07/07/2021,,2965.0,0.0,0.0
6097,6097,F35513,5926,E,2.0,43:38.6,07/07/2021,07/07/2021 00:00,07/07/2021,,25.0,0.0,0.0
6098,6098,F35514,6586,E,2.0,21:30.5,07/07/2021,07/07/2021 00:00,07/07/2021,,160.0,0.0,0.0
6099,6099,F35515,1240,E,2.0,06:55.4,07/07/2021,07/07/2021 00:00,07/07/2021,,1365.0,0.0,0.0
6100,6100,F35516,8165,E,2.0,07:48.7,07/07/2021,07/07/2021 00:00,07/07/2021,,999.9068,0.0,0.0
6101,6101,F35517,8165,E,2.0,11:47.6,07/07/2021,07/07/2021 00:00,07/07/2021,,999.9068,0.0,0.0
6102,6102,F35518,8397,E,2.0,58:11.2,07/07/2021,07/07/2021 00:00,07/07/2021,,1282.3275,0.0,0.0
6103,6103,F35519,377,E,2.0,47:24.9,07/07/2021,07/07/2021 00:00,22/07/2021,,5110.8486,0.0,0.0
6104,6104,F35520,8398,E,2.0,21:19.1,07/07/2021,07/07/2021 00:00,07/07/2021,,570.5,0.0,0.0
6105,6105,F35521,5894,E,6.0,58:04.3,08/07/2021,07/07/2021 00:00,07/08/2021,,4403.4243,0.0,0.0
6106,6106,F35522,8390,E,2.0,02:41.9,08/07/2021,08/07/2021 00:00,08/07/2021,,781.54,0.0,0.0
6107,6107,F35523,8390,E,2.0,04:07.3,08/07/2021,08/07/2021 00:00,08/07/2021,,1027.22,0.0,0.0
6108,6108,F35524,8399,E,2.0,20:15.7,08/07/2021,08/07/2021 00:00,08/07/2021,,570.5,0.0,0.0
6109,6109,F35525,8393,E,2.0,05:39.1,08/07/2021,02/07/2021 00:00,08/07/2021,,2467.5,0.0,0.0
6110,6110,F35526,5647,E,2.0,26:35.5,08/07/2021,08/07/2021 00:00,08/07/2021,,1350.0,0.0,0.0
6111,6111,F35527,3803,E,2.0,05:20.3,08/07/2021,08/07/2021 00:00,07/08/2021,,753.4,0.0,0.0
6112,6112,F35528,3937,E,1.0,05:43.6,08/07/2021,05/07/2021 00:00,08/07/2021,,20862.0,0.0,0.0
6113,6113,F35529,3930,E,1.0,04:01.6,09/07/2021,16/07/2021 00:00,08/08/2021,,28305.0,0.0,0.0
6114,6114,F35530,2279,E,2.0,16:45.7,09/07/2021,12/07/2021 00:00,09/07/2021,,13285.0,0.0,0.0
6115,6115,F35531,3147,E,3.0,44:35.7,09/07/2021,08/07/2021 00:00,09/07/2021,,958.0,0.0,0.0
6116,6116,F35532,771,E,2.0,48:10.0,09/07/2021,09/07/2021 00:00,09/07/2021,,390.0,0.0,0.0
6117,6117,F35533,2768,E,1.0,00:51.0,09/07/2021,30/06/2021 00:00,08/08/2021,,4884.0,0.0,0.0
6118,6118,F35534,8401,E,2.0,10:40.6,09/07/2021,09/07/2021 00:00,09/07/2021,,220.5,0.0,0.0
6119,6119,F35535,5728,E,1.0,29:19.1,09/07/2021,16/07/2021 00:00,17/07/2021,,3550.0,0.0,0.0
6120,6120,F35536,8400,E,2.0,36:05.7,09/07/2021,09/07/2021 00:00,09/07/2021,,781.54,0.0,0.0
6121,6121,F35537,5039,E,1.0,39:52.3,09/07/2021,12/07/2021 00:00,07/10/2021,,9819.0,0.0,0.0
6122,6122,F35538,466,E,1.0,47:05.8,09/07/2021,09/07/2021 00:00,07/09/2021,,2068.5,0.0,0.0
6123,6123,F35539,466,E,1.0,49:34.6,09/07/2021,09/07/2021 00:00,07/09/2021,,1825.0,0.0,0.0
6124,6124,F35540,1429,E,1.0,55:46.5,09/07/2021,09/07/2021 00:00,07/09/2021,,9450.0,0.0,0.0
6125,6125,F35541,4858,E,2.0,26:30.4,09/07/2021,09/07/2021 00:00,09/07/2021,,476.265,0.0,0.0
6126,6126,F35542,6381,E,2.0,43:20.5,09/07/2021,09/07/2021 00:00,09/07/2021,,1021.44,0.0,0.0
6127,6127,F35543,3228,E,6.0,22:13.7,09/07/2021,09/07/2021 00:00,08/08/2021,,6500.0,0.0,0.0
6128,6128,F35544,8020,E,2.0,26:46.1,09/07/2021,09/07/2021 00:00,09/07/2021,,570.5,0.0,0.0
6129,6129,F35545,2803,E,2.0,30:52.9,09/07/2021,09/07/2021 00:00,09/07/2021,,132.0,0.0,0.0
6130,6130,F35546,8402,E,2.0,46:39.9,09/07/2021,09/07/2021 00:00,09/07/2021,,18500.0,0.0,0.0
6131,6131,F35547,4802,E,2.0,04:56.8,12/07/2021,09/07/2021 00:00,15/07/2021,,1703.5986,0.0,0.0
6132,6132,F35548,7038,E,2.0,30:18.8,12/07/2021,12/07/2021 00:00,12/07/2021,,570.5,0.0,0.0
6133,6133,F35549,8257,C,6.0,56:50.6,12/07/2021,12/07/2021 00:00,11/08/2021,14/07/2021,5684.0,0.0,0.0
6134,6134,F35550,6253,E,6.0,16:30.7,12/07/2021,30/06/2021 00:00,11/08/2021,,10870.0,0.0,0.0
6135,6135,F35551,2853,E,2.0,01:33.3,12/07/2021,12/07/2021 00:00,12/07/2021,,155.16,0.0,0.0
6136,6136,F35552,8387,E,2.0,40:59.2,13/07/2021,12/07/2021 00:00,13/07/2021,,3424.144,0.0,0.0
6137,6137,F35553,8170,E,2.0,28:19.8,13/07/2021,13/07/2021 00:00,13/07/2021,,1660.836,0.0,0.0
6138,6138,F35554,5160,E,2.0,34:35.8,13/07/2021,13/07/2021 00:00,13/07/2021,,750.0,0.0,0.0
